,nombre,tipo,latitud_y,longitud_x,fuente
13757,Cozy apartment in Palermo Soho. Feel like home!,Entire home/apt,-34.583729999999996,-58.42031,Airbnb
13758,Amplio y Luminoso depto a pasos de Plaza Serrano,Entire home/apt,-34.59577,-58.44161,Airbnb
13759,Luminoso 3 ambientes - PISO 17 en Recoleta - 4pers,Entire home/apt,-34.59397,-58.40371999999999,Airbnb
13760,HOMELY & BEAUTIFUL APARTMENT IN BELGRANO,Entire home/apt,-34.56304,-58.460319999999996,Airbnb
13761,"Modern and radiant studio in Recoleta, Sta. Fe Ave",Entire home/apt,-34.595259999999996,-58.40132,Airbnb
13762,PETIT LIBERTADOR RECOLETA,Entire home/apt,-34.58918,-58.38372,Airbnb
13763,Depto. temporario dos ambientes amoblado luminoso.,Entire home/apt,-34.605270000000004,-58.413990000000005,Airbnb
13764,"Best area of ​​Palermo. Excellent for 1,2.Top Zone",Entire home/apt,-34.57724,-58.426840000000006,Airbnb
13765,"Studio para Turismo,  Estudio o Trabajo.",Entire home/apt,-34.61347,-58.37393,Airbnb
13766,Amplio departamento en pleno casco histórico,Entire home/apt,-34.61338,-58.37047,Airbnb
13767,"Hermoso departamento, la ubicación ideal en BA!",Entire home/apt,-34.59686,-58.37226,Airbnb
13768,Muy luminoso e increíble vista sobre Buenos Aires!,Entire home/apt,-34.61952,-58.368990000000004,Airbnb
13769,Hermoso departamento en Recoleta 1 dormitorio,Entire home/apt,-34.58563,-58.39459,Airbnb
13770,PALERMO HOLLYWOOD- brand new studio with pool,Entire home/apt,-34.582370000000004,-58.43719,Airbnb
13771,Lots of Sun 1BR at Palermo Hollywood -GYM and Pool,Entire home/apt,-34.5811,-58.43566,Airbnb
13772,Great private room in the heart of BA,Private room,-34.60777,-58.38417,Airbnb
13773,PALERMO HOLLYWOOD - 1BR Home with Pool Gym Laundry,Entire home/apt,-34.583040000000004,-58.437290000000004,Airbnb
13774,PALERMO HOLLYWOOD - Amazing brand new studio,Entire home/apt,-34.581990000000005,-58.43675,Airbnb
13775,Increíble Loft con Jardin&Grill en Palermo Queens,Entire home/apt,-34.60225,-58.44311999999999,Airbnb
13776,departamento de lujo en Puerto madero,Entire home/apt,-34.61114,-58.361740000000005,Airbnb
13777,"Cozy apartment, ideal for two!",Entire home/apt,-34.59275,-58.3796,Airbnb
13778,"Apartamento en Recoleta, cómodo y funcional, WiFi",Entire home/apt,-34.592859999999995,-58.398619999999994,Airbnb
13779,Increíble departamento a metros del Botánico,Entire home/apt,-34.58467,-58.41856,Airbnb
13780,Sun-drenched modern apartment,Entire home/apt,-34.58723,-58.44566999999999,Airbnb
13781,Unique Loft in the heart of Palermo.,Entire home/apt,-34.58603,-58.43716,Airbnb
13782,Acogedor 2ambientes IV a cuadras de Plaza Serrano,Entire home/apt,-34.59276,-58.43469,Airbnb
13783,Acogedor estudio IV a cuadras de Plaza Serrano,Entire home/apt,-34.59281,-58.43598000000001,Airbnb
13784,Casa Tatú,Private room,-34.57673,-58.43366999999999,Airbnb
13785,Departamento Luminoso Balvanera,Entire home/apt,-34.60109,-58.39776,Airbnb
13786,Dormitorio con amplio closet. Belgrano C.,Private room,-34.566109999999995,-58.44916,Airbnb
13787,Moderno departamento en el Corazon de Recoleta,Entire home/apt,-34.59315,-58.39518,Airbnb
13788,Apartamento Zona Congreso,Entire home/apt,-34.61522,-58.39271,Airbnb
13789,Downtown Tucuman,Entire home/apt,-34.58685,-58.408409999999996,Airbnb
13790,SOLER ART STUDIOS  “VD” - PALERMO HOLLYWOOD,Entire home/apt,-34.57998,-58.43466,Airbnb
13791,Departamento para 4 personas en Palermo,Entire home/apt,-34.586690000000004,-58.41451,Airbnb
13792,Departamento tranquilo en Microcentro,Private room,-34.59983,-58.372780000000006,Airbnb
13793,Acogedor  departamento completo en Almagro.,Entire home/apt,-34.61322,-58.41874,Airbnb
13794,"Recoleta Modern, Chic and Luminous Apartment",Entire home/apt,-34.587920000000004,-58.382630000000006,Airbnb
13795,Apartment in Recoleta inmersed in a unique oasis.,Entire home/apt,-34.59408,-58.380340000000004,Airbnb
13796,Amazing flat in the most elegant neighborhood,Entire home/apt,-34.58732,-58.38835,Airbnb
13797,"Hermoso Soleado Studio en Palermo, Las Cañitas",Entire home/apt,-34.56997,-58.434580000000004,Airbnb
13798,"Studio Superior Luminoso en Palermo, Las Cañitas",Entire home/apt,-34.57095,-58.435030000000005,Airbnb
13799,Bright & Cosy Apartment in Palermo's Best Area,Entire home/apt,-34.59189,-58.42175,Airbnb
13800,Cómodo apartamento en Palermo para 4 huespedes,Entire home/apt,-34.593140000000005,-58.42099,Airbnb
13801,Amazing Apartment in a Posh  neighborhood,Entire home/apt,-34.593109999999996,-58.37905,Airbnb
13802,STUNNING MODERN APT VIEWS SPA GYM PUERTO MADERO,Entire home/apt,-34.61719,-58.368280000000006,Airbnb
13803,Hogar dulce hogar!! Bienvenido!l,Entire home/apt,-34.60047,-58.41725,Airbnb
13804,Monoambiente edificio con gimnasio y pileta,Entire home/apt,-34.59709,-58.42021,Airbnb
13805,Departamento en Villa Crespo  Luz y  doble terraza,Entire home/apt,-34.596,-58.43708,Airbnb
13806,Habitaciones con ventanales en Boedo Buenos Aires,Shared room,-34.61654,-58.4162,Airbnb
13807,Un Espacio En Caballito,Entire home/apt,-34.618140000000004,-58.45195,Airbnb
13808,"Hotel, habitaciones a excelente precio.",Private room,-34.5477,-58.4698,Airbnb
13809,Recoleta Uptown - Comfortable up to 4 guests,Entire home/apt,-34.59055,-58.39236,Airbnb
13810,Moderno departamento en pleno Palermo Hollywood,Entire home/apt,-34.58675,-58.43898000000001,Airbnb
13811,"Departamento en Buenos Aires ,  Palermo Soho",Entire home/apt,-34.58215,-58.423480000000005,Airbnb
13812,Palermo Chico,Entire home/apt,-34.56021,-58.46532,Airbnb
13813,personas en Recoleta,Entire home/apt,-34.59325,-58.397569999999995,Airbnb
13814,Alegria !,Private room,-34.56067,-58.45525,Airbnb
13815,Concord Pilar Neo Suites,Entire home/apt,-34.56516,-58.4517,Airbnb
13816,Habitación para una estudiante (femenino) Recoleta,Private room,-34.59132,-58.39556999999999,Airbnb
13817,Sunlight Recoleta Suites,Entire home/apt,-34.61891,-58.530280000000005,Airbnb
13818,Well Located and Very Bright Flat in Buenos Aires,Entire home/apt,-34.623540000000006,-58.369609999999994,Airbnb
13819,Marilubis Obelisco Center,Entire home/apt,-34.60902,-58.4022,Airbnb
13820,VG.. COZZY PENTHOUSE METERS FROM ABASTO SHOPPING,Entire home/apt,-34.60464,-58.40981,Airbnb
13821,Un lugar de descanso en pleno barrio de San Telmo,Hotel room,-34.62045,-58.370369999999994,Airbnb
13822,Un lugar de descanso en pleno barrio de San Telmo,Hotel room,-34.62045,-58.370369999999994,Airbnb
13823,Un lugar de descanso en pleno barrio de San Telmo,Hotel room,-34.62045,-58.370369999999994,Airbnb
13824,Modern Apartment in Recoleta II,Entire home/apt,-34.59241,-58.40341,Airbnb
13825,"Mucha luz, confort y seguridad. Todo cerca!",Private room,-34.58068,-58.4107,Airbnb
13826,Habitación compartida solo para mujeres,Shared room,-34.54653,-58.460640000000005,Airbnb
13827,"Departamento 2 ambientes, en Centro de Saavedra",Entire home/apt,-34.55587,-58.49096,Airbnb
13828,AP with an amazing view in the heart of Palermo,Entire home/apt,-34.58328,-58.408359999999995,Airbnb
13829,Lovely and Quiet Studio  San Telmo,Entire home/apt,-34.62785,-58.37271,Airbnb
13830,Departamento (2 pax) en Av. del Libertador al 7400,Entire home/apt,-34.54486,-58.457269999999994,Airbnb
13831,1-Bdr Apartment w/terrace in Heart of Palermo Soho,Entire home/apt,-34.58683,-58.428830000000005,Airbnb
13832,Habitación Cama Doble Barrio Boedo - Doble room,Shared room,-34.61842,-58.41582,Airbnb
13833,Depto.  en Recoleta amueblado y equipado. Excelent,Entire home/apt,-34.58752,-58.39893000000001,Airbnb
13834,Departamento hermoso calle Guemes Plaza Italia,Entire home/apt,-34.58294,-58.420390000000005,Airbnb
13835,Fliphaus✔️Recoleta  100mts to Subway,Entire home/apt,-34.594,-58.40048,Airbnb
13836,Departamento 4 personas,Entire home/apt,-34.601690000000005,-58.37073,Airbnb
13837,Moderno Departamento cerca de Av. Corrientes 4D,Entire home/apt,-34.60796,-58.38766,Airbnb
13838,Hermosa y luminosa habitación en Palermo,Private room,-34.59848,-58.41633,Airbnb
13839,DEPARTAMENTO CENTRO BS AS (SIN $ EXTRA),Entire home/apt,-34.60255,-58.38972,Airbnb
13840,Aapartamento Recoleta 3 huespedes,Entire home/apt,-34.594809999999995,-58.4033,Airbnb
13841,Práctico 2 Dormitorios en Palermo para 4 personas,Entire home/apt,-34.578309999999995,-58.405269999999994,Airbnb
13842,La Mejor Ubicación en Buenos Aires. Cerca de Todo!,Entire home/apt,-34.58534,-58.41573,Airbnb
13843,Beautiful apartment/studio in Villa Crespo,Entire home/apt,-34.594590000000004,-58.44951999999999,Airbnb
13844,Cozy apartment in San Telmo,Entire home/apt,-34.62915,-58.37197,Airbnb
13845,Lovely aparment in Belgrano neighborhood,Entire home/apt,-34.57065,-58.44473000000001,Airbnb
13846,"Mejor ubicación, muy acojedor, limpio y moderno.",Entire home/apt,-34.590340000000005,-58.38815,Airbnb
13847,Hogar muy luminoso y encantador en Barracas.,Entire home/apt,-34.6376,-58.373419999999996,Airbnb
13848,Corazón de  la recoleta moderno loft luminoso,Entire home/apt,-34.59193,-58.392669999999995,Airbnb
13849,Alquiler depto recoleta 2 ambientes compartido,Shared room,-34.59612,-58.402390000000004,Airbnb
13850,Shared Experience at BA,Shared room,-34.55588,-58.45415,Airbnb
13851,BsAsArena❤Villa Crespo❤Balcón + terraza + parrilla,Entire home/apt,-34.593790000000006,-58.44177,Airbnb
13852,Hogar cálido y agradable con desayuno incluido!,Shared room,-34.60335,-58.4108,Airbnb
13853,Luxury apartament in Palermo,Entire home/apt,-34.598729999999996,-58.418659999999996,Airbnb
13854,Comodo y confortable departamento en San Telmo,Entire home/apt,-34.62393,-58.3786,Airbnb
13855,UN MONOAMBIENTE ESPECIAL EN MI CASA. Caballito.,Entire home/apt,-34.60483,-58.38228,Airbnb
13856,Moderno departamento en lo mejor de Recoleta,Entire home/apt,-34.585190000000004,-58.38766999999999,Airbnb
13857,Hermoso departamento ubicado en zona privilegiada,Entire home/apt,-34.59183,-58.390719999999995,Airbnb
13858,Departamento Parque Chacabuco,Entire home/apt,-34.63987,-58.428340000000006,Airbnb
13859,La mejor ubicación en Alto Palermo! Súper amigable,Entire home/apt,-34.587540000000004,-58.414559999999994,Airbnb
13860,Cálido y silencioso apartamento en Palermo Soho,Entire home/apt,-34.5899,-58.42009,Airbnb
13861,La Boca,Entire home/apt,-34.64553,-58.37517,Airbnb
13862,Estudio Totalmente Reciclado  “A Estrenar”,Entire home/apt,-34.59425,-58.38318,Airbnb
13863,SOLER STUDIOS - PALERMO HOLLYWOOD,Entire home/apt,-34.5796,-58.4347,Airbnb
13864,Fabulous Apartment in Ciudad de Buenos Aires!,Entire home/apt,-34.60559,-58.38811,Airbnb
13865,Soho Point Central 101,Entire home/apt,-34.58937,-58.42716,Airbnb
13866,Soho Point Central 202,Hotel room,-34.590559999999996,-58.426919999999996,Airbnb
13867,"Cálido estudio en San Telmo, la mejor ubicación!",Entire home/apt,-34.621590000000005,-58.37851,Airbnb
13868,Hermoso Departamento en barrio Las Cañitas,Entire home/apt,-34.566159999999996,-58.43679,Airbnb
13869,ApartFlorida3 Frente a Galerias Pacífico,Entire home/apt,-34.600809999999996,-58.374390000000005,Airbnb
13870,LUMINOUS AND SPACIOUS HOUSE FOR 9!! ideal students,Entire home/apt,-34.61721,-58.377269999999996,Airbnb
13871,Habitación Doble o Individual,Private room,-34.5931,-58.4362,Airbnb
13872,Departamento super confortable en La Imprenta,Entire home/apt,-34.57346,-58.442530000000005,Airbnb
13873,Recièn renovado SILENCIOSO cerca UBA/USAL/UCES,Entire home/apt,-34.59865,-58.384719999999994,Airbnb
13874,Mi lugar en Buenos Aires. Amplio depto 3 amb,Entire home/apt,-34.5709,-58.431869999999996,Airbnb
13875,DEPARTAMENTO NICE NICETO VEGA BUENOS AIRES,Entire home/apt,-34.58374,-58.44255,Airbnb
13876,Departamento- Casa Emblemática-Centro de la Ciudad,Entire home/apt,-34.61627,-58.37421,Airbnb
13877,Clasico y moderno piso en el centro,Entire home/apt,-34.59835,-58.37248,Airbnb
13878,"Great Studio with pool, security and wifi downtown",Entire home/apt,-34.61376,-58.382419999999996,Airbnb
13879,Minimalista studio en Palermo. Full amenities. Spa,Entire home/apt,-34.57759,-58.439719999999994,Airbnb
13880,Casa Tatu,Entire home/apt,-34.5765,-58.43489,Airbnb
13881,"Palermo Soho Studio.  Trendy, Bright and Spacious",Entire home/apt,-34.58435,-58.421659999999996,Airbnb
13882,Excelente Depto en Palermo (Seguridad las 24 hs),Entire home/apt,-34.58109,-58.40818,Airbnb
13883,Beautiful Nordic Private Room in Recoleta's Heart!,Private room,-34.59382,-58.40116,Airbnb
13884,Departamento entero con 2 hab. en Belgrano R,Entire home/apt,-34.56333,-58.4684,Airbnb
13885,Hermoso Monoambiente en Belgrano,Entire home/apt,-34.5562,-58.44719,Airbnb
13886,"Barrio de Belgrano alto luminoso, bño/priv.",Private room,-34.563790000000004,-58.45796,Airbnb
13887,Suite Superior,Hotel room,-34.58481,-58.438430000000004,Airbnb
13888,Oro,Entire home/apt,-34.58,-58.42566,Airbnb
13889,2 amb en Las Cañitas,Entire home/apt,-34.56909,-58.43553000000001,Airbnb
13890,Suite Estándar,Hotel room,-34.60199,-58.43139,Airbnb
13891,Huge Room w/ Doble Bed for a 20 to 30 y. o. person,Private room,-34.6061,-58.385459999999995,Airbnb
13892,"New Stylish 2amb in Barrancas de Madero, San telmo",Entire home/apt,-34.62578,-58.366890000000005,Airbnb
13893,Departamento en Puerto Madero 3 ambientes Piso 14,Entire home/apt,-34.617090000000005,-58.36168000000001,Airbnb
13894,"Departamento entero, Palermo Hollywood,Entire Apt.",Entire home/apt,-34.58294,-58.433130000000006,Airbnb
13895,Departamento Palermo /Belgrano,Entire home/apt,-34.57458,-58.433969999999995,Airbnb
13896,2 dormitorios en Las Cañitas con Piscina.,Entire home/apt,-34.567479999999996,-58.437540000000006,Airbnb
13897,Triple Estándar,Hotel room,-34.60112,-58.43084,Airbnb
13898,Hermoso Departameto en la mejor zona de Belgrano!,Entire home/apt,-34.55222,-58.455040000000004,Airbnb
13899,2 ambientes en Jaramillo y 11 de Septiembre,Entire home/apt,-34.54316,-58.460480000000004,Airbnb
13900,Comfy and quiet studio apt. in trendy Nuñez,Entire home/apt,-34.549929999999996,-58.4561,Airbnb
13901,Apartamento Independencia Boedo,Entire home/apt,-34.62153,-58.41332,Airbnb
13902,Studio a 300mts de subte y estadio movistar arena,Entire home/apt,-34.59041,-58.448640000000005,Airbnb
13903,Terraza Azafrán | Folk Suite (cocina+baño priv),Entire home/apt,-34.623870000000004,-58.434630000000006,Airbnb
13904,HABITACIÓN HERMOSA,Private room,-34.600359999999995,-58.43348,Airbnb
13905,Luminoso estudio en zona privilegiada del centro,Entire home/apt,-34.59652,-58.38313,Airbnb
13906,Apart Hotel Argentina,Private room,-34.60327,-58.378119999999996,Airbnb
13907,3 bedroom apartment in Recoleta,Entire home/apt,-34.597879999999996,-58.39207,Airbnb
13908,"Nuevo y luminoso depto, zona Hospital Italiano",Entire home/apt,-34.600190000000005,-58.424519999999994,Airbnb
13909,SUPERBE terrasse à La Recoleta !,Entire home/apt,-34.59403,-58.38621,Airbnb
13910,"Cálido studio con balcón, pileta, gym y subte!",Entire home/apt,-34.5906,-58.448280000000004,Airbnb
13911,Joli appartement lumineux à La Recoleta !,Entire home/apt,-34.59245,-58.38854,Airbnb
13912,Soho Point Central Apartamento 102,Hotel room,-34.5894,-58.426919999999996,Airbnb
13913,Monroe Suites - Monoambiente - Studio (6),Entire home/apt,-34.55325,-58.45176,Airbnb
13914,Modern Apartment in Recoleta III,Entire home/apt,-34.59324,-58.403999999999996,Airbnb
13915,Depto  en Villa Crespo a cuadras de  Palermo,Entire home/apt,-34.591409999999996,-58.44387,Airbnb
13916,"Para 2  con baño en Suite, Aire, tv wifi  heladera",Private room,-34.56362,-58.473459999999996,Airbnb
13917,Moderno y luminoso apartamento en Palermo,Entire home/apt,-34.59397,-58.415780000000005,Airbnb
13918,Oferta! Nuevo duplex en Recoleta! Vista al jardin,Entire home/apt,-34.59094,-58.400909999999996,Airbnb
13919,"Nice & Cheap! Bonito&barato en Barracas, Bs. Aires",Entire home/apt,-34.650859999999994,-58.380269999999996,Airbnb
13920,SCALABRINI y JUNCAL 4 Pax / BOTANICO/AV SANTA FE,Entire home/apt,-34.583709999999996,-58.41396999999999,Airbnb
13921,#42 - Nice view in San Telmo for 2 person!!!,Entire home/apt,-34.62036,-58.38032,Airbnb
13922,PALERMO HOLLYWOOD! Spacious Studio,Entire home/apt,-34.57718,-58.435930000000006,Airbnb
13923,Palermo Hollywood Sky,Entire home/apt,-34.5792,-58.44098,Airbnb
13924,"Lindo Depto Barrancas de Belgrano, Fleni, ICBA",Entire home/apt,-34.55297,-58.4544,Airbnb
13925,"Departamento en Palermo con pileta, Suitch 420",Entire home/apt,-34.59816,-58.41916,Airbnb
13926,Malabia,Entire home/apt,-34.59882,-58.44088000000001,Airbnb
13927,Practiquísimo estudio cerca de Alto Palermo,Entire home/apt,-34.59633,-58.411080000000005,Airbnb
13928,Apartamento 2 ambientes redecorado en Palermo,Entire home/apt,-34.59234,-58.41579,Airbnb
13929,Arenales Luz - Recoleta  4 pax,Entire home/apt,-34.592690000000005,-58.404030000000006,Airbnb
13930,Apt with Great View & Excellent Location(3BR/5PAX),Entire home/apt,-34.59043,-58.3787,Airbnb
13931,Cuarto Privado Espectacular Triplex en Las Cañitas,Private room,-34.57009,-58.43246,Airbnb
13932,Private room in a big student house untill 32 yrs,Private room,-34.60265,-58.40331,Airbnb
13933,Confy Apartament! En pleno centro de la Ciudad!,Entire home/apt,-34.599709999999995,-58.3857,Airbnb
13934,Apartment 2 rooms in front of Chacabuco´s Park.,Entire home/apt,-34.63559,-58.43988,Airbnb
13935,Departamento Impecable Zona Agronomia,Entire home/apt,-34.59765,-58.48183,Airbnb
13936,Habitación para 1 o 2 personas en suite,Private room,-34.61826,-58.37226,Airbnb
13937,Dormitorio en Recoleta con baño privado,Private room,-34.5892,-58.381080000000004,Airbnb
13938,Studio para 4 Personas en Palermo Hollywood,Entire home/apt,-34.58631,-58.439969999999995,Airbnb
13939,Corazón de Buenos Aires,Entire home/apt,-34.60502,-58.390280000000004,Airbnb
13940,Departamento en edificio antiguo zona Alto Palermo,Entire home/apt,-34.59016,-58.411069999999995,Airbnb
13941,Best Building in Palermo Soho - Stunnig Views,Entire home/apt,-34.58162,-58.42456,Airbnb
13942,Cómodo departamento en perfecta ubicación,Entire home/apt,-34.6035,-58.4174,Airbnb
13943,Moderno monoambiente en el corazón de Palermo.,Entire home/apt,-34.59662,-58.425369999999994,Airbnb
13944,Nice studio at Nicaragua 6042,Entire home/apt,-34.57804,-58.438359999999996,Airbnb
13945,Habitacion individual en grande casa d estudiantes,Private room,-34.6015,-58.403330000000004,Airbnb
13946,Modern Apartment in Recoleta IV,Entire home/apt,-34.59352,-58.40245,Airbnb
13947,Apart Corrientes,Entire home/apt,-34.60329,-58.38658,Airbnb
13948,☀ Beautiful & Elegant Apartment in Palermo ☀,Entire home/apt,-34.596779999999995,-58.42143000000001,Airbnb
13949,Palermo Space,Entire home/apt,-34.59408,-58.421369999999996,Airbnb
13950,Appartment in the heart of Buenos Aires,Entire home/apt,-34.60085,-58.37666,Airbnb
13951,Recoleta fashion,Entire home/apt,-34.59313,-58.38625,Airbnb
13952,MAJKA´s Beautiful Studio in the heart of Palermo,Entire home/apt,-34.581140000000005,-58.428819999999995,Airbnb
13953,Nice apartment in Caballito,Entire home/apt,-34.61421,-58.43909,Airbnb
13954,MODERNO DEPARTAMENTO EN EL CORAZÓN DE PALERMO SOHO,Entire home/apt,-34.58274,-58.42664,Airbnb
13955,"Great Studio with pool, security and wifi downtown",Entire home/apt,-34.61376,-58.382419999999996,Airbnb
13956,Maison de Tati,Entire home/apt,-34.59629,-58.40902,Airbnb
13957,Beautiful apartment in HEART of Palermo Soho,Entire home/apt,-34.584379999999996,-58.425830000000005,Airbnb
13958,Habitacion We The People Palermo Hollywood,Private room,-34.57785,-58.43629,Airbnb
13959,Very bright🌞 in Corrientes 818  near Obelisc1-4👫,Entire home/apt,-34.603429999999996,-58.37757,Airbnb
13960,Modo Palermo,Entire home/apt,-34.5806,-58.44201999999999,Airbnb
13961,"Casa de flia,tranquila",Private room,-34.626509999999996,-58.43305,Airbnb
13962,Departamento moderno y acogedor en Recoleta,Entire home/apt,-34.595890000000004,-58.403690000000005,Airbnb
13963,Depto 2 ambientes en congreso,Entire home/apt,-34.60886,-58.38536,Airbnb
13964,Fantastic NEW 2BD apt at heart of Palermo.,Entire home/apt,-34.5921,-58.428380000000004,Airbnb
13965,Moderno apartamento con increible vista al río !,Entire home/apt,-34.59675,-58.385040000000004,Airbnb
13966,Obelisco y Buenos Aires Panorámico,Entire home/apt,-34.60472,-58.377680000000005,Airbnb
13967,Modern and bright bedroom,Private room,-34.56651,-58.43723000000001,Airbnb
13968,Hospédate en un sitio privilegiado av.corrientes.”,Entire home/apt,-34.604240000000004,-58.379940000000005,Airbnb
13969,Premium studio Oro tower Palermo wifi ultra Fast,Entire home/apt,-34.58195,-58.42706999999999,Airbnb
13970,Monroe Suites Monoambiente (5),Entire home/apt,-34.55325,-58.45176,Airbnb
13971,Beautiful apartment in the heart of Recoleta!,Entire home/apt,-34.589620000000004,-58.400580000000005,Airbnb
13972,BEATIFUL ROOM WITH PRIVATE BATH(Palermo Hollywood),Private room,-34.60143,-58.43026999999999,Airbnb
13973,Best choice in BA: Palermo Hollywood Studio Apt.,Entire home/apt,-34.57975,-58.43565,Airbnb
13974,"Departamento equipado, práctico y confortable",Entire home/apt,-34.603190000000005,-58.41486,Airbnb
13975,Comfortable apartment in Boedo,Entire home/apt,-34.62437,-58.41443,Airbnb
13976,SOLER ART STUDIOS VII A- PALERMO HOLLYWOOD,Entire home/apt,-34.579409999999996,-58.4342,Airbnb
13977,Sleek studio w/ city views - great location in downtown Buenos Aires!,Entire home/apt,-34.59659,-58.41636999999999,Airbnb
13978,Charming one-bedroom rental w/ a modern kitchen & concierge service,Entire home/apt,-34.57917,-58.42997,Airbnb
13979,French style apt. w/ jetted tub & tasteful and elegant interior decor!,Entire home/apt,-34.59483,-58.385909999999996,Airbnb
13980,"Colorful downtown apt. w/city views, full equipped kitchen, and near everything!",Entire home/apt,-34.59024,-58.383219999999994,Airbnb
13981,"Super habitación, priv/bath y vestidor.",Private room,-34.60143,-58.43026999999999,Airbnb
13982,Unique & Modern Loft in Palermo +  Private Terrace,Entire home/apt,-34.58722,-58.4346,Airbnb
13983,Modern Studio in Recoleta V,Entire home/apt,-34.59321,-58.40408000000001,Airbnb
13984,Hermoso y Práctico 2 ambientes en Palermo Botánico,Entire home/apt,-34.581920000000004,-58.422880000000006,Airbnb
13985,Luminosa y centrica hab priv. Barrio Recoleta! :),Private room,-34.594440000000006,-58.40498,Airbnb
13986,No existe más el hospedaje,Private room,-34.59579,-58.41305,Airbnb
13987,Beautiful Apartment  in the heart of Palermo Soho,Entire home/apt,-34.590070000000004,-58.42933000000001,Airbnb
13988,"Dpto duplex, dto principal y vestidor  Balcón luz",Entire home/apt,-34.616409999999995,-58.46239,Airbnb
13989,Recoleta Holly House,Entire home/apt,-34.58406,-58.40005,Airbnb
13990,Apartment in Palermo´s heart,Entire home/apt,-34.593579999999996,-58.41633,Airbnb
13991,"COZY & UNIQUE APARTMENT - cochera - ""ideal visa""-",Entire home/apt,-34.577890000000004,-58.42306,Airbnb
13992,"2 dormitorios amplios, independientes y luminosos",Private room,-34.56038,-58.45564,Airbnb
13993,Hermoso monoambiente ubicado en Palermo,Entire home/apt,-34.58319,-58.412659999999995,Airbnb
13994,Alquilo habitación individual,Private room,-34.599790000000006,-58.404630000000004,Airbnb
13995,Departamento cómodo con balcón en pleno Palermo,Entire home/apt,-34.57712,-58.42815,Airbnb
13996,Cozy apartment in a quiet and fun neighborhood.,Entire home/apt,-34.57285,-58.4544,Airbnb
13997,One Bedroom and Terrace,Entire home/apt,-34.57982,-58.432869999999994,Airbnb
13998,Departamento compartido,Private room,-34.58753,-58.4366,Airbnb
13999,Departamento Palermo Soho,Entire home/apt,-34.587340000000005,-58.41955,Airbnb
14000,MONOAMBIENTE CON PATIO Y PARRILLA EN SAAVEDRA,Entire home/apt,-34.55115,-58.476130000000005,Airbnb
14001,Alquiler Temporario Premium Congreso 2 ambientes,Entire home/apt,-34.60934,-58.39689,Airbnb
14002,Home Sweet Home Recoleta,Entire home/apt,-34.58911,-58.391569999999994,Airbnb
14003,Apartamento con energía. Excelente ubicación!,Entire home/apt,-34.601929999999996,-58.43702,Airbnb
14004,Hab. Privada. Ambiente familiar. Baño compartido.,Private room,-34.6089,-58.4157,Airbnb
14005,Cozy apartment in Villa Crespo. Next to Palermo,Entire home/apt,-34.6012,-58.434569999999994,Airbnb
14006,Encantador depto en el corazón de San Telmo.,Entire home/apt,-34.619890000000005,-58.367619999999995,Airbnb
14007,Soho Point Central 201,Entire home/apt,-34.58935,-58.42735,Airbnb
14008,Soho Point Central 205,Hotel room,-34.58995,-58.42836,Airbnb
14009,Moderno y completo monoambiente en V. del Parque,Entire home/apt,-34.59818,-58.488319999999995,Airbnb
14010,Loft en Palermo H!,Entire home/apt,-34.5822,-58.43281999999999,Airbnb
14011,Habitación soleada,Private room,-34.590709999999994,-58.39764,Airbnb
14012,Habitación Italiana,Private room,-34.592259999999996,-58.39818,Airbnb
14013,Feel like home in best place to stay in San Telmo!,Entire home/apt,-34.62451,-58.378240000000005,Airbnb
14014,"UNIQUE, un espacio único en pleno RECOLETA...",Entire home/apt,-34.58716,-58.39484,Airbnb
14015,Studio en palermo impecable. Ubicacion excelente,Entire home/apt,-34.59462,-58.42253,Airbnb
14016,Excellent Location - Confort Bright Apart.  Bs As,Entire home/apt,-34.59899,-58.39702,Airbnb
14017,Design apartment,Entire home/apt,-34.56702,-58.439330000000005,Airbnb
14018,Cómodo departamento en zona ideal y enorme patio,Entire home/apt,-34.58228,-58.413000000000004,Airbnb
14019,La mejor zona de Palermo Hollywood. Luminoso E,Entire home/apt,-34.581340000000004,-58.439409999999995,Airbnb
14020,Cozy and bright apt with private terrace in BA,Entire home/apt,-34.59202,-58.494969999999995,Airbnb
14021,WOW-PALERMO HOLLYWOOD-SOHO-GYM-POOL-LAUNDRY-602,Entire home/apt,-34.57881,-58.42739,Airbnb
14022,3 bedroom apartment in best location of Recoleta.,Entire home/apt,-34.58736,-58.407709999999994,Airbnb
14023,Casa con terraza,Private room,-34.57213,-58.499230000000004,Airbnb
14024,Executive Corner Suite 1Bed / 1.5Bath,Hotel room,-34.59843,-58.37903000000001,Airbnb
14025,Monoambiente equipado. Amplio y luminoso,Entire home/apt,-34.57034,-58.48913,Airbnb
14026,"Departamento en microcentro, Buenos Aires.",Entire home/apt,-34.60423,-58.3793,Airbnb
14027,Best Loft in Caballito,Entire home/apt,-34.61509,-58.43731,Airbnb
14028,APARTMENT VII C - “SOLER ART STUDIOS”,Entire home/apt,-34.57985,-58.433080000000004,Airbnb
14029,Hermoso monoambiente en pleno barrio de Colegiales,Entire home/apt,-34.57263,-58.44458,Airbnb
14030,Cuarto en la casa feliz de Belgrano,Private room,-34.56617,-58.44121,Airbnb
14031,Luminous studio in the heart of Palermo Soho,Entire home/apt,-34.58985,-58.419140000000006,Airbnb
