,nombre,tipo,latitud_y,longitud_x,fuente
6387,Hermoso Loft en el mejor barrio,Entire home/apt,-34.578,-58.475590000000004,Airbnb
6388,Departamiento Duplex +Terraza + Estacionamiento.,Entire home/apt,-34.5507,-58.45848,Airbnb
6389,Tango Cozy Studio Bright & Sunny Balcony WiFi,Entire home/apt,-34.55996,-58.45921,Airbnb
6390,Rondeau palace,Private room,-34.63815,-58.418780000000005,Airbnb
6391,Departamento en pleno corazón de Recoleta,Entire home/apt,-34.58826,-58.390640000000005,Airbnb
6392,Habitación privada!,Private room,-34.605909999999994,-58.422230000000006,Airbnb
6393,"Cozy and bright apartment, well located.",Entire home/apt,-34.60038,-58.420809999999996,Airbnb
6394,Palermo Boulevard Charcas,Entire home/apt,-34.58917,-58.4134,Airbnb
6395,Habitación privada con baño en zona univ/Recoleta,Private room,-34.60118,-58.3904,Airbnb
6396,Chic Loft Palermo Soho. Terrrace with BBQ!,Entire home/apt,-34.58233,-58.422,Airbnb
6397,Santi,Entire home/apt,-34.59084,-58.380140000000004,Airbnb
6398,MALOLA’s Place at Palermo Soho,Entire home/apt,-34.58147,-58.424640000000004,Airbnb
6399,Monoambiente en Recoleta,Entire home/apt,-34.58978,-58.40583,Airbnb
6400,Loft in Recoleta - Beautiful and comfortable,Entire home/apt,-34.59169,-58.40495,Airbnb
6401,"Beautiful studio appartment, great location",Entire home/apt,-34.61246,-58.385580000000004,Airbnb
6402,Dueña alquila departamento cómodo y  cálido,Entire home/apt,-34.62097,-58.387859999999996,Airbnb
6403,SAN TELMO CLOSE TO EVERYTHING,Entire home/apt,-34.62231,-58.37713000000001,Airbnb
6404,Em Palermo  a 200 mtrs de av libertador,Private room,-34.57785,-58.41276,Airbnb
6405,Deluxe Studio in San Telmo !!!,Entire home/apt,-34.62362,-58.37692,Airbnb
6406,Fabulous apartment in Recoleta,Entire home/apt,-34.58679,-58.386680000000005,Airbnb
6407,Ligo Cosmo,Entire home/apt,-34.58678,-58.408930000000005,Airbnb
6408,COZY APARTMENT with 3 patios - RECOLETA,Entire home/apt,-34.5906,-58.40096,Airbnb
6409,Cálida habitación en Belgrano R,Private room,-34.56516,-58.45656999999999,Airbnb
6410,En el Corazón de Buenos Aires sobre Av 9 de Julio,Entire home/apt,-34.61118,-58.38233,Airbnb
6411,Macna Luxury Buenos Aires Obelisco,Entire home/apt,-34.604209999999995,-58.38672,Airbnb
6412,Departamento en Palermo con amenities,Entire home/apt,-34.58222,-58.42644,Airbnb
6413,Impecable depto en el corazón de Palermo,Entire home/apt,-34.59347,-58.4274,Airbnb
6414,Unique in Palermo Sky - Swimming Pool and Gym,Entire home/apt,-34.58014,-58.40758,Airbnb
6415,URUGUAY 820 recoleta 14 b,Entire home/apt,-34.59901,-58.386869999999995,Airbnb
6416,Tu lugar en pleno Palermo Soho,Entire home/apt,-34.58589,-58.42211999999999,Airbnb
6417,"Departamento luminoso, centrico, cerca de todo",Entire home/apt,-34.60771,-58.38182,Airbnb
6418,Abasto/Almagro modern & vintage apartment,Entire home/apt,-34.59967,-58.41486999999999,Airbnb
6419,Hermoso Departamento en Palermo!,Entire home/apt,-34.59032,-58.42256999999999,Airbnb
6420,Cozy & bright studio fully furnished in Recoleta.,Entire home/apt,-34.58674,-58.39832,Airbnb
6421,Cozy studio apartment in Palermo 2Guest Luminous - Las Cañitas,Entire home/apt,-34.570159999999994,-58.43495,Airbnb
6422,"Departamento 
Hotel Faena
Puerto Madero, Bs As.",Private room,-34.614090000000004,-58.36195,Airbnb
6423,HAPPY GREEN OLIVE,Entire home/apt,-34.56071,-58.443999999999996,Airbnb
6424,"Luminoso duplex en bajo belgrano, zona residencial",Entire home/apt,-34.55213,-58.446580000000004,Airbnb
6425,Deluxe Suite Private Bathroom. Near Downtown,Shared room,-34.592690000000005,-58.44708000000001,Airbnb
6426,Beautiful place to stay in Recoleta,Entire home/apt,-34.593920000000004,-58.40906,Airbnb
6427,Felicia  Buenos Aires mooi apartment in veilige buurt,Entire home/apt,-34.58902,-58.41673,Airbnb
6428,Felicia,Entire home/apt,-34.58733,-58.417190000000005,Airbnb
6429,Mar de ajo bs as partido de la costa,Private room,-34.60835,-58.372569999999996,Airbnb
6430,"Splendid, immaculate Apartment in Palermo",Entire home/apt,-34.57371,-58.44166,Airbnb
6431,Peaceful and luminous apartment/loft,Entire home/apt,-34.55808,-58.47863,Airbnb
6432,Departamento en Av Corrientes y Av Callao,Private room,-34.60576,-58.39431,Airbnb
6433,Large Shared Apartment with 5 rooms,Entire home/apt,-34.608909999999995,-58.39096,Airbnb
6434,****PROMO MAYO %OFF Palermo Soho***,Entire home/apt,-34.58997,-58.42357,Airbnb
6435,Cama  en Palermo Chico,Shared room,-34.58211,-58.40535,Airbnb
6436,Palermo Hollywood. Nice apart close to everything!,Entire home/apt,-34.57913,-58.42916999999999,Airbnb
6437,Cozy room in downtown Buenos Aires.,Private room,-34.6145,-58.3911,Airbnb
6438,Palermo House,Entire home/apt,-34.591190000000005,-58.43538,Airbnb
6439,Studio near the best of Recoleta,Entire home/apt,-34.583690000000004,-58.40068,Airbnb
6440,Habitación en Montserrat,Private room,-34.618990000000004,-58.387280000000004,Airbnb
6441,Spectacular studio in Recoleta’s heart,Entire home/apt,-34.5873,-58.39654,Airbnb
6442,Heart and soul of San Telmo,Entire home/apt,-34.62175,-58.3749,Airbnb
6443,Beautiful and sunny apartment in great location,Entire home/apt,-34.60448,-58.4303,Airbnb
6444,HOTEL  MASTER SUITE DEVOTO-APART DELUXE II,Private room,-34.6079,-58.51551,Airbnb
6445,HOTEL  MASTER SUITE DEVOTO-APART ESTUDIO II,Private room,-34.60788,-58.51549,Airbnb
6446,Large Priv. Room Double Bed UBA UCA USAL UADE (2),Private room,-34.61551,-58.39066,Airbnb
6447,Large Priv. Room Double Bed UBA UCA USAL UADE (1),Private room,-34.61446,-58.39184,Airbnb
6448,Spectacular studio in the middle of Recoleta,Entire home/apt,-34.58719,-58.39656,Airbnb
6449,75% OFF - Exclusive Petit 1930 Renovated,Entire home/apt,-34.587709999999994,-58.41225,Airbnb
6450,1 ambiente con terraza,Entire home/apt,-34.579609999999995,-58.42864,Airbnb
6451,# El corazón de Villa Urquiza ♥,Entire home/apt,-34.57097,-58.486740000000005,Airbnb
6452,Casa Esmeralda,Private room,-34.59807,-58.37886999999999,Airbnb
6453,Habitación Privada en casa de  Familia,Private room,-34.636309999999995,-58.48986,Airbnb
6454,Depto Ideal Freelancer/WIFI 100 MB/Muy Silencioso,Entire home/apt,-34.59231,-58.4128,Airbnb
6455,Hermosa Casa con Jardín en Boedo !,Private room,-34.63304,-58.414930000000005,Airbnb
6456,Moderno 2 ambientes en el corazón de Bs. As.,Entire home/apt,-34.60163,-58.387269999999994,Airbnb
6457,Excellent apartment in San Telmo. Nicest place!!,Entire home/apt,-34.624140000000004,-58.37085,Airbnb
6458,La casa de La Nona,Private room,-34.63583,-58.46926,Airbnb
6459,Departamento en Recoleta,Entire home/apt,-34.5911,-58.395509999999994,Airbnb
6460,Studio en  Palermo Hollywood con balcon terraza,Entire home/apt,-34.58722,-58.4398,Airbnb
6461,Amazing apartment with patio in Palermo Soho,Entire home/apt,-34.58549,-58.422709999999995,Airbnb
6462,Large Priv. Room Balcony UBA UCA USAL UADE (3),Private room,-34.61546,-58.39059,Airbnb
6463,Alegre y luminoso espacio para hospedarse,Private room,-34.589620000000004,-58.410669999999996,Airbnb
6464,Cosy home in Belgrano,Entire home/apt,-34.56739,-58.45615,Airbnb
6465,Un hermoso lugar en Palermo,Entire home/apt,-34.58313,-58.43489,Airbnb
6466,El depar de Facu,Private room,-34.566140000000004,-58.463640000000005,Airbnb
6467,"Comodo ,luminoso y seguro sobre  Av. LIBERTADOR.",Entire home/apt,-34.55615,-58.44895,Airbnb
6468,Cabrera Room (women only),Private room,-34.59404,-58.426680000000005,Airbnb
6469,Cosy arty luminous & with a view. Premium location,Entire home/apt,-34.57914,-58.399980000000006,Airbnb
6470,Petit Hogar,Entire home/apt,-34.613279999999996,-58.440090000000005,Airbnb
6471,PALERMO SOHO - Rooftop pool & gym / luxury studio,Entire home/apt,-34.58422,-58.4244,Airbnb
6472,Comfortable apartment in Buenos Aires,Entire home/apt,-34.58616,-58.408280000000005,Airbnb
6473,Lightful room in a new apt. Quite neighborhood,Entire home/apt,-34.556059999999995,-58.47968,Airbnb
6474,"Bright & Spacious Loft, private terrace and pool.",Entire home/apt,-34.587109999999996,-58.41486,Airbnb
6475,Depto Emiliano,Entire home/apt,-34.58739,-58.39995,Airbnb
6476,"Encantador departamento en Almagro, con Terraza",Entire home/apt,-34.60107,-58.420840000000005,Airbnb
6477,Big room in Nuñez quiet neighborhood,Private room,-34.553779999999996,-58.473440000000004,Airbnb
6478,Excel. departamento de 3 amb. Colegiales p/4 pers.,Entire home/apt,-34.579640000000005,-58.453619999999994,Airbnb
6479,Nice place in Balvanera(Once) Bs. As,Entire home/apt,-34.60651,-58.40716,Airbnb
6480,Departamento ideal en Palermo Chico,Entire home/apt,-34.58019,-58.40524,Airbnb
6481,TANGO & WINE Studio in Recoleta,Entire home/apt,-34.59304,-58.394490000000005,Airbnb
6482,Spectacular 2 BR with 5⭐️Amenities - 2 pools,Entire home/apt,-34.58443,-58.425540000000005,Airbnb
6483,Esquina del Sol (Classic),Private room,-34.54907,-58.45511,Airbnb
6484,Studio Ali,Private room,-34.599709999999995,-58.43271,Airbnb
6485,Bright two bedroom apartment near subway station,Entire home/apt,-34.554359999999996,-58.45973000000001,Airbnb
6486,Belgrano-Las Cañitas a pasos Av Libertador (x4ax),Entire home/apt,-34.56532,-58.43898000000001,Airbnb
6487,Fancy 110m2 Apt+Dishwasher Over the trees of River,Entire home/apt,-34.547109999999996,-58.442859999999996,Airbnb
6488,Departamento  18 metros cuadrados,Entire home/apt,-34.59702,-58.37421,Airbnb
6489,Obelisc apartment,Entire home/apt,-34.605290000000004,-58.38224,Airbnb
6490,Departamento nuevo en Puerto Madero (UCA)-único,Entire home/apt,-34.61527,-58.368030000000005,Airbnb
6491,MONO AMBIENTE EN PALERMO SOHO,Private room,-34.59127,-58.43305,Airbnb
6492,¡Tu Mejor Lugar!,Private room,-34.62959,-58.4365,Airbnb
6493,PALERMO! Incredible LOFT with PRIVATE PATIO!,Entire home/apt,-34.58064,-58.43205,Airbnb
6494,Departamento Recoleta super luminoso,Entire home/apt,-34.59511,-58.385690000000004,Airbnb
6495,Big apartment in Barrio Norte for 5 people.,Entire home/apt,-34.59833,-58.39029,Airbnb
6496,Departamento Cómodo y Luminoso,Entire home/apt,-34.590070000000004,-58.41143,Airbnb
6497,Departamento en Buenos Aires. Excelente ubicación,Entire home/apt,-34.62059,-58.417469999999994,Airbnb
6498,Amazing & Spacious Studio Wifi/Laundry - RECOLETA,Entire home/apt,-34.59121,-58.39553000000001,Airbnb
6499,Double room in Palermo with Breakfast,Private room,-34.584140000000005,-58.424890000000005,Airbnb
6500,Elegant and Luminous Flat in Las Cañitas.,Entire home/apt,-34.5689,-58.43467,Airbnb
6501,Moderno Depto en el centro de Capital Federal,Entire home/apt,-34.62267,-58.430980000000005,Airbnb
6502,Alquilo Habitacion Privada en el barrio de la Boca,Private room,-34.63742,-58.3579,Airbnb
6503,Sunny studio in Palermo's greatest location,Entire home/apt,-34.58782,-58.41684,Airbnb
6504,Cozy Studio in Recoleta,Entire home/apt,-34.59491,-58.40395,Airbnb
6505,Un sueño en Palermo,Entire home/apt,-34.58471,-58.42434,Airbnb
6506,Espectacular Photographer LOFT close to Palermo,Entire home/apt,-34.57707,-58.45652,Airbnb
6507,Prana,Private room,-34.62665,-58.41778000000001,Airbnb
6508,One bed/Shared room in huge home in Palermo Soho.,Shared room,-34.59619,-58.419990000000006,Airbnb
6509,"Studio tipo Loft con Patio y Jacuzzi, Palermo Soho",Entire home/apt,-34.586209999999994,-58.42606,Airbnb
6510,Beatifull aparment in Recoleta,Entire home/apt,-34.5885,-58.40339,Airbnb
6511,Double rooms in Palermo with Breakfast (3),Private room,-34.58286,-58.42493,Airbnb
6512,Charming apartment in Núñez,Entire home/apt,-34.53999,-58.46666999999999,Airbnb
6513,Luminoso Y Moderno en Caballito,Entire home/apt,-34.6196,-58.45097,Airbnb
6514,Excellent Apt. in the heart of Recoleta,Entire home/apt,-34.58976,-58.39346,Airbnb
6515,Double rooms in Palermo with Breakfast,Private room,-34.5827,-58.42666,Airbnb
6516,Congreso Aparment,Entire home/apt,-34.61079,-58.396390000000004,Airbnb
6517,Increible Studio de 37m2 para 2 pax en Congreso,Entire home/apt,-34.60934,-58.400619999999996,Airbnb
6518,Increible 2 amb de 55m2 para 3 pax en Congreso,Entire home/apt,-34.60934,-58.400619999999996,Airbnb
6519,Increible 3 amb de 73m2 para 4 pax en Congreso,Entire home/apt,-34.60934,-58.400619999999996,Airbnb
6520,1 amb. zona Hosp. Italiano Descuentos por noches,Entire home/apt,-34.60528,-58.43042,Airbnb
6521,2 amb. zona Hosp. Italiano Descuentos por noches,Entire home/apt,-34.60502,-58.430890000000005,Airbnb
6522,3 amb. zona Hosp. Italiano Descuentos por noches,Entire home/apt,-34.606970000000004,-58.42906,Airbnb
6523,Sky Apartment,Entire home/apt,-34.59803,-58.37919,Airbnb
6524,Departamento 2 amb muy luminoso en Almagro/Palermo,Entire home/apt,-34.603790000000004,-58.419709999999995,Airbnb
6525,Amplio y luminoso departamento en Congreso,Entire home/apt,-34.61963,-58.39038000000001,Airbnb
6526,Private Single Bed Room (4),Private room,-34.61555,-58.39078000000001,Airbnb
6527,Sofá en Departamento tranquilo en Buenos Aires.,Shared room,-34.617779999999996,-58.502359999999996,Airbnb
6528,LuxuryPethousen,Private room,-34.6026,-58.374109999999995,Airbnb
6529,Spacious private rooms in shared house,Private room,-34.5825,-58.438359999999996,Airbnb
6530,Comfort Private room in the heart of Palermo SOHO,Private room,-34.58847,-58.43323,Airbnb
6531,Espacio Zen en el corazón de San Telmo,Entire home/apt,-34.61367,-58.37186,Airbnb
6532,Alojamiento Recoleta Southern-House (203),Private room,-34.59698,-58.40693,Airbnb
6533,SINGLE ROOM + PRIVATE BATHROOM,Private room,-34.5502,-58.48562,Airbnb
6534,Alojamiento Recoleta Southern-House (104),Private room,-34.595929999999996,-58.406209999999994,Airbnb
6535,Alojamiento Recoleta Southern-House (304),Private room,-34.59561,-58.4074,Airbnb
6536,Alojamiento Recoleta Southern-House (103) Mujer,Shared room,-34.596740000000004,-58.406330000000004,Airbnb
6537,Hermoso Depto antiguo reciclado en medio de BsAS,Private room,-34.612970000000004,-58.39508000000001,Airbnb
6538,"Sencillez, servicio y calido trato a la pasajera",Private room,-34.60342,-58.41531,Airbnb
6539,"Studio Amarelo II, 24-hour security guard, Palermo",Entire home/apt,-34.57938,-58.4405,Airbnb
6540,"Excelente Depto en Flores, 2 Amb c/Balcon Terraza",Entire home/apt,-34.63205,-58.46513,Airbnb
6541,Cálida habitación en Recoleta,Private room,-34.59619,-58.38778000000001,Airbnb
6542,Cálido departamento en Chacarita,Entire home/apt,-34.5806,-58.45399999999999,Airbnb
6543,✦ Best Location in Recoleta ✦ 2BR/2BA+DEN Home,Entire home/apt,-34.58681,-58.399269999999994,Airbnb
6544,Casa moderna en Boedo,Entire home/apt,-34.6293,-58.41556,Airbnb
6545,Comfortable apartment in Belgrano,Entire home/apt,-34.56073,-58.447140000000005,Airbnb
6546,"Duplex Lavalle, en Palermo",Entire home/apt,-34.58133,-58.43433,Airbnb
6547,Beautiful room in Palermo. Very central.,Private room,-34.586040000000004,-58.41214,Airbnb
6548,Room for rent,Private room,-34.56428,-58.45275,Airbnb
6549,Habitacion Privada 3,Private room,-34.56547,-58.46703,Airbnb
6550,Apt with balcony in beautiful Villa Devoto,Entire home/apt,-34.595929999999996,-58.50946,Airbnb
6551,Historic District/Stylish Loft  landmark building,Entire home/apt,-34.61152,-58.37353,Airbnb
6552,Habitación con baño privado,Private room,-34.57544,-58.48755,Airbnb
6553,CASA HAIKU,Private room,-34.583690000000004,-58.45356999999999,Airbnb
6554,"Piso en San Telmo, con terraza.",Entire home/apt,-34.61453,-58.37845,Airbnb
6555,Bright New House with patio & rooftop w/parrilla!,Entire home/apt,-34.57864,-58.45755,Airbnb
6556,Monoambiente completo en zona céntrica,Entire home/apt,-34.60969,-58.403259999999996,Airbnb
6557,Beautiful Duplex 3 bedroom in Recoleta,Entire home/apt,-34.59584,-58.386869999999995,Airbnb
6558,"Habitación con Baño privado, Aire y Jacuzzi",Private room,-34.55943,-58.48797,Airbnb
6559,Comfortable place in Belgrano neighborhood,Entire home/apt,-34.55599,-58.44815,Airbnb
6560,Alojamiento cómodo y amigable!!,Private room,-34.56211,-58.45997,Airbnb
6561,Apartamento bs as suites,Private room,-34.60387,-58.39281999999999,Airbnb
6562,Modern and Design Apartment in Palemo Hollywood!,Entire home/apt,-34.57967,-58.434630000000006,Airbnb
6563,Spectacular Views from a High Rise Flat in Puerto Madero,Entire home/apt,-34.60322,-58.36204,Airbnb
6564,pequeño sofa,Shared room,-34.59941,-58.37848,Airbnb
6565,Studio @ Recoleta - Excellent Location!,Entire home/apt,-34.5923,-58.398740000000004,Airbnb
6566,Charming apartment in Núñez,Entire home/apt,-34.53938,-58.46581,Airbnb
6567,Palermo Sensible - Tu casa en Buenos Aires,Entire home/apt,-34.59211,-58.41546999999999,Airbnb
6568,Excelente depto a estrenar,Entire home/apt,-34.60018,-58.42921,Airbnb
6569,Modern Studio between Palermo and Recoleta,Entire home/apt,-34.58195,-58.405559999999994,Airbnb
6570,Safe & Spacious Loft in Palermo Hollywood,Entire home/apt,-34.57905,-58.430040000000005,Airbnb
6571,DPTO 2 AMB  VIlla del Parque- Devoto. Excel ubicac,Entire home/apt,-34.59649,-58.498819999999995,Airbnb
6572,Excelente departamento en Recoleta,Entire home/apt,-34.59513,-58.386140000000005,Airbnb
6573,NICARAGUA APARTMENTS II,Entire home/apt,-34.5826,-58.43385,Airbnb
6574,Beautifully decorated apartment in Buenos Aires,Entire home/apt,-34.59363,-58.50091,Airbnb
6575,Departamento en Las Cañitas,Entire home/apt,-34.56755,-58.432959999999994,Airbnb
6576,♛CACTUS COLIVING Palermo♛ Single and Privat Room,Private room,-34.58287,-58.42609,Airbnb
6577,San Telmo rooms,Private room,-34.62285,-58.37033,Airbnb
6578,Md,Shared room,-34.5858,-58.375009999999996,Airbnb
6579,Nicaragua Apartment,Entire home/apt,-34.58084,-58.43273000000001,Airbnb
6580,"Great Room in recoleta, close to everything!",Private room,-34.586040000000004,-58.405609999999996,Airbnb
6581,San Telmo rooms,Private room,-34.62296,-58.37001,Airbnb
6582,Excelente apartamento en Downtown Buenos Aires,Entire home/apt,-34.608709999999995,-58.38524,Airbnb
6583,Cozy downtown apartment,Entire home/apt,-34.59675,-58.37634,Airbnb
6584,Beautiful Apartment in Palermo Soho w/ Patio!!,Entire home/apt,-34.59216,-58.435759999999995,Airbnb
6585,San Telmo rooms,Private room,-34.62408,-58.37067,Airbnb
6586,Luxury Studio with pool and gym - Palermo Soho!,Entire home/apt,-34.58201,-58.42246,Airbnb
6587,4 amb para 6 pax en Recoleta,Entire home/apt,-34.58952,-58.39496,Airbnb
6588,Single bed in a shared triple room,Shared room,-34.59715,-58.43515,Airbnb
6589,3 ambientes próximo a Palermo impecable!!,Entire home/apt,-34.597390000000004,-58.43261,Airbnb
6590,"Hotel de epoca , tranquilo y bien cuidado",Hotel room,-34.6189,-58.3753,Airbnb
6591,Modern Apartment with own Grill,Entire home/apt,-34.57845,-58.45685,Airbnb
6592,"Almagro, Hosp. Italiano, corazón de Bs As.",Private room,-34.6044,-58.425169999999994,Airbnb
6593,"MI CASA, TU CASA (mejor precio). Habitación doble",Private room,-34.63544,-58.37555,Airbnb
6594,Palermo PH Boulevard Cerviño 3740,Entire home/apt,-34.579390000000004,-58.41183,Airbnb
6595,Moderno y acogedor monoambiente en Devoto,Entire home/apt,-34.60537,-58.51044,Airbnb
6596,Casa Rivadavia,Private room,-34.6094,-58.382709999999996,Airbnb
6597,Una habitación en el corazón de San Telmo,Private room,-34.621959999999994,-58.37749,Airbnb
6598,Cheerful studio in Chacarita. Be my guest!,Entire home/apt,-34.58801,-58.44384,Airbnb
6599,"Departamento para Largas estadias,  estudiantes.",Entire home/apt,-34.59628,-58.380309999999994,Airbnb
6600,"Petite Maison.
Departamento muy cómodo cerca de lo mejor de Palermo",Entire home/apt,-34.58885,-58.41883000000001,Airbnb
6601,Boulevard Cerviño,Entire home/apt,-34.57772,-58.41182,Airbnb
6602,Coziest Appartment in the heart of Buenos Aires,Entire home/apt,-34.591120000000004,-58.39233,Airbnb
6603,Habitación en Congreso,Private room,-34.61633,-58.39572,Airbnb
6604,Departamento de categoria en recoleta,Entire home/apt,-34.59373,-58.3988,Airbnb
6605,Penthouse   Almagro corazón de Bs As,Entire home/apt,-34.60792,-58.42476,Airbnb
6606,Enorme habitación luminosa en casa en Palermo Soho,Private room,-34.58773,-58.43049,Airbnb
6607,Jeronimo Apartment in Palermo (Bulnes - Subway D),Entire home/apt,-34.58795,-58.41509,Airbnb
6608,Cálida y confortable habitación privada.,Private room,-34.6314,-58.4855,Airbnb
6609,"Beatiful and Bright Apartament, Recoleta and Downt",Entire home/apt,-34.59237,-58.37945,Airbnb
6610,Cómodo Monoambiente con entrepiso y patio,Entire home/apt,-34.609140000000004,-58.38876,Airbnb
6611,Comfort & good taste in Recoleta,Entire home/apt,-34.59355,-58.39538,Airbnb
6612,Dos ambientes amenities-Palermo Queen(opc.cochera),Entire home/apt,-34.59558,-58.43337,Airbnb
6613,Gorgeous 2BR apartment in the best location of BA!,Entire home/apt,-34.589690000000004,-58.41293,Airbnb
6614,LINDO DEPARTAMENTO CONFORTABLE,Private room,-34.54098,-58.47081,Airbnb
6615,Un espacio para disfrutar cerca de todo,Entire home/apt,-34.626940000000005,-58.36173,Airbnb
6616,La Orquídea,Entire home/apt,-34.58596,-58.40399,Airbnb
6617,CORAZON DE RECOLETA - Comodo departamento,Entire home/apt,-34.58947,-58.39448,Airbnb
6618,Amplio Monoambiente a solo 150 mts. del obelisco,Entire home/apt,-34.60515,-58.38019,Airbnb
6619,Cálida habitación single en casa con piscina,Private room,-34.56844,-58.478269999999995,Airbnb
6620,Departamento de diseño a metros del Teatro Colón,Entire home/apt,-34.60028,-58.38074,Airbnb
6621,Habitacion en departamento muy luminoso,Private room,-34.60249,-58.423359999999995,Airbnb
6622,Modern studio in Bohemian Villa Crespo!,Entire home/apt,-34.6012,-58.43662,Airbnb
6623,Studio Center,Entire home/apt,-34.61295,-58.37709,Airbnb
6624,"¡Cómodo, Alegre, Céntrico, Silencioso!",Entire home/apt,-34.60923,-58.38717,Airbnb
6625,en Av. San Juan y Boedo... Habitación privada,Private room,-34.62579,-58.41336999999999,Airbnb
6626,MODERNO Y LUMINOSO DEPTO EN BELGRANO,Entire home/apt,-34.56041,-58.4666,Airbnb
6627,Beauty House in Almagro/Palermo,Private room,-34.59935,-58.41437,Airbnb
6628,House with charm in Palermo,Entire home/apt,-34.57935,-58.44647,Airbnb
6629,"Loft Clay    :: Las Cañitas,  Belgrano-Palermo",Entire home/apt,-34.57492,-58.43119,Airbnb
6630,Alquilo alojamiento compartido en Palermo.,Private room,-34.58573,-58.41734,Airbnb
6631,Alojamiento Recoleta Southern-House (102) Hombre,Shared room,-34.595859999999995,-58.40668,Airbnb
6632,Habitación Privada. Bien ubicada & luminosa.,Private room,-34.60988,-58.43465,Airbnb
6633,Magnífico alojamiento a metros del Alto Palermo,Entire home/apt,-34.58903,-58.41254,Airbnb
6634,Departamento cool,Entire home/apt,-34.61408,-58.4855,Airbnb
6635,Little Kavangh apartment in Buenos Aires downtown,Entire home/apt,-34.60091,-58.37251,Airbnb
6636,Alojamiento Recoleta Southern-House (303) Hombre,Shared room,-34.597640000000006,-58.408319999999996,Airbnb
6637,Carranza,Entire home/apt,-34.58235,-58.436069999999994,Airbnb
6638,LUXURY Apartment - BELGRANO 4A,Entire home/apt,-34.56752,-58.452740000000006,Airbnb
6639,Departamento Pueyrredon 1240 (2 personas),Private room,-34.597359999999995,-58.4042,Airbnb
6640,Departamento Pueyrredon 1240 (3 personas),Entire home/apt,-34.596540000000005,-58.40368,Airbnb
6641,Avenida Pueyrredón 1238 Recoleta 2,Private room,-34.59622,-58.403,Airbnb
6642,Hermoso depto 2 ambientes con amenities. Caballito,Entire home/apt,-34.631,-58.44412,Airbnb
6643,"Lindísimo mini ambiente antiguo La Isla, Recoleta.",Entire home/apt,-34.58615,-58.39614,Airbnb
6644,Premium apartment in excellent location,Entire home/apt,-34.553909999999995,-58.46541,Airbnb
6645,"Luxury, pleasure & confort in BA Obelisco -25% off",Entire home/apt,-34.60115,-58.379380000000005,Airbnb
6646,Studio IQ,Entire home/apt,-34.59121,-58.39456,Airbnb
6647,Habitación privada en Palermo,Private room,-34.58747,-58.42621,Airbnb
6648,PH porteño ♡ 90 sq m w/ private patio & terrace,Entire home/apt,-34.59602,-58.413819999999994,Airbnb
6649,Departamento Espacioso en Retiro,Entire home/apt,-34.59067,-58.379059999999996,Airbnb
6650,Single room in Palermo / Habitación Privada,Private room,-34.59077,-58.42097,Airbnb
6651,Lovely 1 BR apartment w/ private patio @ Recoleta,Entire home/apt,-34.59967,-58.393,Airbnb
6652,Muy Luminoso Studio de 38m2 para 2 pax en Palermo,Entire home/apt,-34.57772,-58.436809999999994,Airbnb
6653,El altillo,Entire home/apt,-34.58783,-58.3844,Airbnb
6654,Studio frente al Shopping Alto Palermo,Entire home/apt,-34.586290000000005,-58.40914,Airbnb
6655,BIRD NEST high rise studio,Entire home/apt,-34.582879999999996,-58.42428,Airbnb
6656,Hermoso Studio en Palermo - Todo nuevo!,Entire home/apt,-34.59189,-58.42259,Airbnb
6657,Beautiful DUPLEX Las Cañitas/Palermo - Best location,Entire home/apt,-34.566990000000004,-58.4375,Airbnb
6658,Loft de estilo en San Telmo,Entire home/apt,-34.62249,-58.36871,Airbnb
6659,Private Room in large sunny house in Palermo Soho,Private room,-34.59596,-58.42154,Airbnb
6660,Cozy studio in the neighborhood of belgrano,Entire home/apt,-34.55486,-58.458940000000005,Airbnb
6661,"Palermo Soho, apartamento tipo casa con terraza.",Entire home/apt,-34.59154,-58.42879,Airbnb
6662,Expectacular mono ambiente en belgrano,Private room,-34.55551,-58.43965,Airbnb
6663,HABITACION PRIVADA C/ BALCON - Big and luminous B2,Private room,-34.62083,-58.38006,Airbnb
6664,Monoambiente moderno amplio y luminoso en CONGRESO,Entire home/apt,-34.60726,-58.386269999999996,Airbnb
6665,Modern Aparment in the Heart of Buenos Aires.,Entire home/apt,-34.62003,-58.41574,Airbnb
6666,Muy lindo y luminoso depto para dos en Palermo,Entire home/apt,-34.57332,-58.42188,Airbnb
6667,Chic Oasis in the heart of Recoleta,Entire home/apt,-34.59518,-58.39406999999999,Airbnb
6668,Apartamento 2 ambientes- excelente ubicación,Entire home/apt,-34.572590000000005,-58.442,Airbnb
6669,1 amb. zona Hosp. Italiano Descuentos por noches,Entire home/apt,-34.60518,-58.43084,Airbnb
6670,Hermoso (excelente ubicación) (depto nuevo),Entire home/apt,-34.58534,-58.44574,Airbnb
6671,The Atelier: Un experiencia diferente en San Telmo,Entire home/apt,-34.62385,-58.37784,Airbnb
6672,PH tipo Casa con TERRAZA,Entire home/apt,-34.64197,-58.39808000000001,Airbnb
6673,22- Microcentro Monoambiente amplio - max 03pers,Entire home/apt,-34.60203,-58.38061,Airbnb
6674,2 amb. zona Hosp. Italiano Descuentos por noches,Entire home/apt,-34.60582,-58.43029,Airbnb
6675,Monoambiente tipo Loft en Congreso (centro),Entire home/apt,-34.61439,-58.39018000000001,Airbnb
